ФСК Агент,real_estate_agent,Москва,sale,flat,29,2,46.2,23800000.0,Нагатино-Садовники,Варшавское шоссе,37Ак2,Нагатинская,Rotterdam
Whitewill,real_estate_agent,Москва,sale,flat,4,2,136.6,75000000.0,Донской,Варшавское шоссе,9с28,Тульская,Даниловская мануфактура
Level Group,developer,Москва,sale,flat,21,2,39.0,21085765.0,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,11,2,74.13,100000000.0,Дорогомилово,,3к2,Парк Победы,Виктори Парк Резиденсез ЖК
BERI,real_estate_agent,Москва,sale,flat,17,2,53.6,21900000.0,Нагатино-Садовники,Нагатинский бульвар,12,Коломенская,
КОРТРОС,developer,Москва,sale,flat,26,2,45.3,21970500.0,Останкинский,,,Алексеевская,АйЛав ЖК
do A.S.A.P.,real_estate_agent,Москва,sale,flat,39,2,61.4,35950000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Наталья Купатадзе,realtor,Москва,sale,flat,22,2,56.1,21000000.0,Выхино-Жулебино, Академика Скрябина,3/1к1,Рязанский проспект,
Level Group,developer,Москва,sale,flat,64,2,36.5,22907158.0,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,13,2,68.9,95000000.0,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом
MR Group,developer,Москва,sale,flat,36,2,60.78,36347858.0,Савеловский,,,Дмитровская,Симфония 34 ЖК
PANDA ESTATE,real_estate_agent,Москва,sale,flat,23,2,70.0,45000000.0,Хорошевский, Зорге,9Ак1,Зорге,Зорге 9
MR Group,developer,Москва,sale,flat,59,2,54.7,,Можайский,,,Давыдково,Веер ЖК
PANDA ESTATE,real_estate_agent,Москва,sale,flat,13,2,71.0,48000000.0,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point
MR Group,developer,Москва,sale,flat,54,2,62.48,33101904.0,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
Whitewill,real_estate_agent,Москва,sale,flat,8,2,61.5,47970000.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
MR Group,developer,Москва,sale,flat,59,2,58.4,,Можайский,,,Давыдково,Веер ЖК
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,5,2,44.27,47900000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,
РГ-Девелопмент,developer,Москва,sale,flat,30,2,63.2,20653886.0,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,24,2,55.3,70000000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота
Брусника,developer,Москва,sale,flat,27,2,85.0,35920000.0,Бутырский,,,Улица Милашенкова,Квартал Монс ЖК
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,10,2,64.75,70000000.0,Дорогомилово, Братьев Фонченко,,Парк Победы,Victory Park Residences
Среда,developer,Москва,sale,flat,44,2,61.33,26067089.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,21,2,73.0,91250000.0,Пресненский, Сергея Макеева,9к4,Улица 1905 года,RedSide
MR Group,developer,Москва,sale,flat,19,2,56.7,20931712.0,Покровское-Стрешнево,,,Тушинская,Ситизен ЖК
Whitewill,real_estate_agent,Москва,sale,flat,9,2,57.14,93000000.0,Таганский,Большой Николоворобинский переулок,9к12,Китай-город,Дом NV/9
Стадион Спартак,developer,Москва,sale,flat,22,2,99.1,62373540.0,Покровское-Стрешнево,Россини кв-л,,Спартак,Клубный Город на Реке Примавера ЖК
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,77,2,111.0,149000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
Аеон-Девелопмент,developer,Москва,sale,flat,46,2,66.4,56168215.0,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский
VIСTORY GROUP,real_estate_agent,Москва,sale,flat,9,2,99.4,154000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
5 ДОНСКОЙ,developer,Москва,sale,flat,75,2,64.07,36309173.0,Донской,5-й Донской проезд,вл21к6,Площадь Гагарина,The Five
Intermark Real Estate,real_estate_agent,Москва,sale,flat,9,2,148.5,189000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
1-й ДСК,developer,Москва,sale,flat,24,2,50.8,16647160.0,,,1,Саларьево,1-й Саларьевский ЖК
ID 98396578,homeowner,Москва,sale,flat,9,2,45.0,17800000.0,Красносельский,Протопоповский переулок,38,Площадь трёх вокзалов,
ДомДау,developer,Москва,sale,flat,85,2,83.4,67643253.0,Пресненский,Московский международный деловой центр Москва-Сити тер.,,,Дом Дау
BERI,real_estate_agent,Москва,sale,flat,17,2,57.8,27927000.0,Раменки,Мичуринский проспект,21К1,Раменки,
ФСК,developer,Москва,sale,flat,46,2,60.0,32187000.0,Хорошевский,3-й Хорошевский проезд,3АС18,Беговая,AMBER CITY
Ольга Медведева,realtor,Москва,sale,flat,31,2,71.0,31100000.0,Марфино,Ботаническая ,29Ак3,Владыкино,VERY
ФСК,developer,Москва,sale,flat,47,2,46.5,23113755.0,Обручевский, Академика Волгина,2,Калужская,Архитектор
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,5,2,44.0,47900000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,67,2,54.1,51395000.0,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,Capital Towers
ФСК,developer,Москва,sale,flat,29,2,46.2,24949848.0,Нагатино-Садовники,Варшавское шоссе,37Ак2,Нагатинская,Rotterdam
ALVO Group,real_estate_agent,Москва,sale,flat,9,2,60.0,93000000.0,Таганский,Большой Николоворобинский переулок,9к1,Китай-город,Дом NV/9
One Moscow,real_estate_agent,Москва,sale,flat,28,2,67.0,30000000.0,Можайский,переулок 2-й Петра Алексеева,5,Рабочий посёлок,КутузовGRAD II
Группа Аквилон,developer,Москва,sale,flat,26,2,57.8,25504923.0,Хорошевский,,,Зорге,Инди Тауэрс ЖК
Whitewill,real_estate_agent,Москва,sale,flat,21,2,73.5,47900000.0,Раменки,Мосфильмовская ,88к4с2,Раменки,Мосфильмовский
Whitewill,real_estate_agent,Москва,sale,flat,33,2,42.4,21000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный
STONE,developer,Москва,sale,flat,24,2,49.8,20422980.0,Сокольники, Гастелло,,Сокольники,Sokolniki
Villagio Realty,real_estate_agent,Москва,sale,flat,28,2,62.4,33000000.0,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point
CENTURY 21 Столичная недвижимость,real_estate_agent,Москва,sale,flat,17,2,57.9,13749000.0,, Бианки,8к2,Рассказовка,
MR Group,developer,Москва,sale,flat,27,2,39.52,13822134.0,Покровское-Стрешнево,Волоколамское шоссе,95/1к11,Трикотажная,City Bay
Whitewill,real_estate_agent,Москва,sale,flat,15,2,62.9,35500000.0,Раменки,Винницкая ,8к4,Раменки,Настоящее
do A.S.A.P.,real_estate_agent,Москва,sale,flat,16,2,71.0,32900000.0,Можайский, Багрицкого,18,Кунцевская,Свой
ASTERUS,developer,Москва,sale,flat,30,2,50.6,19835200.0,Покровское-Стрешнево,,,Тушинская,ÁLIA
One Moscow,real_estate_agent,Москва,sale,flat,68,2,72.5,79800000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Этажи Москва,real_estate_agent,Москва,sale,flat,17,2,54.8,11000000.0,, 1-я Нововатутинская,1,Кедровая,"Новые Ватутинки, мкр. Центральный"
Stenoy,developer,Москва,sale,flat,12,2,50.4,26053070.0,Преображенское,Электрозаводская ,60,Преображенская площадь,ARTEL
Homeapp,real_estate_agent,Москва,sale,flat,41,2,56.9,38900000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
MONEYARD,real_estate_agent,Москва,sale,flat,18,2,47.52,12600000.0,Крюково,проспект Георгиевский,37к1,Зеленоград — Крюково,Жемчужина Зеленограда
AFI Development,developer,Москва,sale,flat,53,2,47.3,22411875.0,Свиблово,проезд Серебрякова,11-13к1,Ботанический сад,Afi Tower
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,22,2,55.7,39500000.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog
do A.S.A.P.,real_estate_agent,Москва,sale,flat,27,2,70.0,31880000.0,Лефортово,проезд Невельского,6к3,Авиамоторная,Символ
PIONEER,developer,Москва,sale,flat,25,2,61.02,26124425.0,Москворечье-Сабурово,,6,Варшавская,Лайф Варшавская ЖК
Intermark Real Estate,real_estate_agent,Москва,sale,flat,7,2,83.0,32000000.0,Можайский,Верейская ,29С151,Давыдково,Loft 151
Century 21 Street Realty,real_estate_agent,Москва,sale,flat,21,2,57.0,30900000.0,Хорошево-Мневники,проспект Маршала Жукова,39к6,Народное Ополчение,Wellton park
Трансстройинвест,developer,Москва,sale,flat,32,2,44.0,14311704.0,Рязанский,,,Стахановская,Проспект 39 ЖК
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,13,2,83.0,110000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
TWEED,real_estate_agent,Москва,sale,flat,7,2,45.5,31500000.0,Замоскворечье,Шлюзовая набережная,2А,Павелецкая,IM на Садовом
1-й ДСК,developer,Москва,sale,flat,12,2,44.7,16166962.0,Гольяново,Монтажная ,вл8/24,Щёлковская,1-й Измайловский
PANDA ESTATE,real_estate_agent,Москва,sale,flat,23,2,70.0,45000000.0,Хорошевский, Зорге,9Ак1,Зорге,Зорге 9
Intermark Real Estate,real_estate_agent,Москва,sale,flat,15,2,53.0,30500000.0,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк
Минские холмы,developer,Москва,sale,flat,52,2,49.9,22602133.0,Раменки,проспект Генерала Дорохова,вл1к2,Раменки,Will Towers
PANDA ESTATE,real_estate_agent,Москва,sale,flat,13,2,71.0,48000000.0,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point
NIKA ESTATE,real_estate_agent,Москва,sale,flat,16,2,68.0,19800000.0,Очаково-Матвеевское,Матвеевская ,4К1,Матвеевская,
1-й ДСК,developer,Москва,sale,flat,16,2,39.3,12418800.0,,,,Тёплый Стан,1-й Ясеневский ЖК
Князев и Партнёры,real_estate_agent,Москва,sale,flat,41,2,57.0,34500000.0,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
Delight Realty,real_estate_agent,Москва,sale,flat,10,2,63.5,34000000.0,Хамовники,Оболенский переулок,7,Фрунзенская,
Брусника,developer,Москва,sale,flat,24,2,70.91,30310000.0,Бутырский,,,Улица Милашенкова,Квартал Монс ЖК
PROНЕДВИЖИМОСТЬ,real_estate_agent,Москва,sale,flat,20,2,60.0,21990000.0,Алтуфьевский,Бибиревская ,4А,Бибирево,Барбарис
Alliance Agency Real Estate,real_estate_agent,Москва,sale,flat,34,2,45.0,27500000.0,Обручевский, Архитектора Власова,71к2,Воронцовская,Ever
Центр-Инвест,developer,Москва,sale,flat,35,2,43.1,19583255.0,Левобережный,Фестивальная ,15к24/1,Речной вокзал,Фестиваль парк-2
VIСTORY GROUP,real_estate_agent,Москва,sale,flat,9,2,99.4,154000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
Estes,real_estate_agent,Москва,sale,flat,15,2,59.2,43500000.0,Нагатинский затон, Корабельная,15,Нагатинский Затон,Ривер Парк Коломенское
Концерн КРОСТ,developer,Москва,sale,flat,28,2,52.0,13936000.0,Отрадное,Отрадная ,4А,Отрадное,Малевич
Whitewill,real_estate_agent,Москва,sale,flat,9,2,57.14,93000000.0,Таганский,Большой Николоворобинский переулок,9к12,Китай-город,Дом NV/9
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,9,2,102.0,56000000.0,Замоскворечье,Космодамианская набережная,40-42С3,Павелецкая,
Основа,developer,Москва,sale,flat,36,2,37.9,11066800.0,Ярославский,проспект Мира,222,Ростокино,МИРАПОЛИС
Whitewill,real_estate_agent,Москва,sale,flat,8,2,61.5,47970000.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
Estes,real_estate_agent,Москва,sale,flat,21,2,61.9,31000000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
А101,developer,Москва,sale,flat,16,2,34.4,10817218.0,,,к11,Прокшино,Прокшино ЖК
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,21,2,73.0,91250000.0,Пресненский, Сергея Макеева,9к4,Улица 1905 года,RedSide
Kalinka Group,real_estate_agent,Москва,sale,flat,6,2,82.0,49900000.0,Пресненский,Новопресненский переулок,7,Краснопресненская,
Абсолют Недвижимость,developer,Москва,sale,flat,17,2,53.5,13242606.0,,,,Мичуринец,Переделкино Ближнее Город-парк
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,77,2,111.0,149000000.0,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
Intermark Real Estate,real_estate_agent,Москва,sale,flat,8,2,69.8,65823293.0,Хамовники,Смоленский бульвар,22/14,Смоленская,
3SGroup,developer,Москва,sale,flat,33,2,44.4,17094000.0,Текстильщики,1-й Грайвороновский проезд,2С10,Новохохловская,Voice Towers
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,24,2,55.3,70000000.0,Беговой,Верхняя ,20к1,Белорусская,Суббота
Whitewill,real_estate_agent,Москва,sale,flat,5,2,107.0,135000000.0,Хамовники,2-й Обыденский переулок,3С1,Кропоткинская,
Спартак,developer,Москва,sale,flat,14,2,69.2,20490120.0,Ясенево,Новоясеневский проспект,3В,Тёплый Стан,Комплекс апартаментов LES
CENTURY 21 Столичная недвижимость,real_estate_agent,Москва,sale,flat,34,2,52.6,20000000.0,Ломоносовский, Архитектора Власова,вл4с5,Новые Черёмушки,Ever
ВЫБОР,developer,Москва,sale,flat,17,2,55.6,12076320.0,,,,,Академик
А101,developer,Москва,sale,flat,16,2,42.5,22210778.0,Сокол, Зорге,25С2,Октябрьское поле,Дом на Зорге
One Moscow,real_estate_agent,Москва,sale,flat,9,2,91.0,40000000.0,Покровское-Стрешнево,Вивальди кв-л,,Спартак,Клубный Город на Реке Примавера ЖК
BRIGHT ESTATE - городская недвижимость,real_estate_agent,Москва,sale,flat,7,2,115.7,312479416.0,Хамовники, Ефремова,19к1,Фрунзенская,Knightsbridge Private Park
ФСК,developer,Москва,sale,flat,44,2,56.4,19426867.0,Покровское-Стрешнево,,,Трикотажная,Скай Гарден ЖК
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,5,2,44.27,47900000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,
Этажи Москва,real_estate_agent,Москва,sale,flat,23,2,59.61,16500000.0,, Анны Ахматовой,11к1,Рассказовка,Городские истории (Рассказовка)
А101,developer,Москва,sale,flat,14,2,36.2,9755791.0,,,18.1.2,Бунинская аллея,Скандинавия ЖК
Intermark Real Estate,real_estate_agent,Москва,sale,flat,9,2,148.5,189000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
А101,developer,Москва,sale,flat,9,2,37.4,7178870.0,,,2,Толстопальцево,Родные кварталы ЖК
Концерн КРОСТ,developer,Москва,sale,flat,22,2,47.7,12974400.0,,,,Прокшино,Новая Звезда ЖК
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,10,2,64.75,70000000.0,Дорогомилово, Братьев Фонченко,,Парк Победы,Victory Park Residences
Alliance Agency Real Estate,real_estate_agent,Москва,sale,flat,33,2,44.5,30000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный
А101,developer,Москва,sale,flat,15,2,35.9,9263026.0,,,,Новомосковская,Деснаречье ЖК
Ольга Медведева,realtor,Москва,sale,flat,31,2,71.0,31100000.0,Марфино,Ботаническая ,29Ак3,Владыкино,VERY
Alliance Agency Real Estate,real_estate_agent,Москва,sale,flat,46,2,58.5,39900000.0,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити
А101,developer,Москва,sale,flat,30,2,38.4,11128110.0,Южное Бутово,к2.3,к2.3,Бунинская аллея,Южные Сады ЖК
Whitewill,real_estate_agent,Москва,sale,flat,14,2,119.3,105000000.0,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
Whitewill,real_estate_agent,Москва,sale,flat,27,2,70.0,38000000.0,Южнопортовый, 1-я Машиностроения,10,Дубровка,Дубровская Слобода
Абсолют Недвижимость,developer,Москва,sale,flat,20,2,52.8,11244043.0,,,3,Филатов Луг,Город-парк Первый Московский
Whitewill,real_estate_agent,Москва,sale,flat,24,2,78.0,46900000.0,Раменки,Мичуринский проспект,7,Ломоносовский проспект,Квартал Шуваловский
COLDY,developer,Москва,sale,flat,14,2,147.05,396593850.0,Хамовники,переулок 1-й Тружеников,12,Киевская,Хамовники 12
Этажи Москва,real_estate_agent,Москва,sale,flat,25,2,77.3,16499999.0,, Никитина,11к1,Рассказовка,
Эксклюзив Хоум,real_estate_agent,Москва,sale,flat,16,2,51.8,18500000.0,Даниловский,Большая Тульская ,2,Тульская,
Этажи Москва,real_estate_agent,Москва,sale,flat,5,2,54.4,18700000.0,Останкинский,Прудовой проезд,10,Телецентр,
Наталья Купатадзе,realtor,Москва,sale,flat,22,2,56.1,21000000.0,Выхино-Жулебино, Академика Скрябина,3/1к1,Рязанский проспект,
Whitewill,real_estate_agent,Москва,sale,flat,13,2,32.8,24750000.0,Даниловский,Подольское шоссе,3,Тульская,Logos
Золотые Ключи,real_estate_agent,Москва,sale,flat,6,2,57.0,25000000.0,Замоскворечье,Большая Серпуховская ,31К5,Серпуховская,
Whitewill,real_estate_agent,Москва,sale,flat,37,2,48.2,29000000.0,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
Homeapp,real_estate_agent,Москва,sale,flat,36,2,56.8,29990000.0,Хорошево-Мневники,Шелепихинская набережная,42к3,Полежаевская,FreeDOM
Whitewill,real_estate_agent,Москва,sale,flat,13,2,41.1,30750000.0,Даниловский,Подольское шоссе,3,Тульская,Logos
Whitewill,real_estate_agent,Москва,sale,flat,11,2,55.1,32700000.0,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft
Концерн КРОСТ,developer,Москва,sale,flat,19,2,65.9,33147700.0,Щукино, Ротмистрова,2,Октябрьское поле,Театральный квартал
Stenoy,developer,Москва,sale,flat,12,2,55.0,34244650.0,Преображенское,Электрозаводская ,60,Преображенская площадь,ARTEL
Whitewill,real_estate_agent,Москва,sale,flat,22,2,67.3,36000000.0,Марьина роща,Полковая ,1С27,Савёловская,PRIDE
Stenoy,developer,Москва,sale,flat,12,2,68.0,37449096.0,Преображенское,Электрозаводская ,60,Преображенская площадь,ARTEL
Whitewill,real_estate_agent,Москва,sale,flat,27,2,70.0,38000000.0,Южнопортовый, 1-я Машиностроения,10,Дубровка,Дубровская Слобода
Whitewill,real_estate_agent,Москва,sale,flat,42,2,71.0,41000000.0,Котловка,Севастопольский проспект,22А,Крымская,Eniteo
Whitewill,real_estate_agent,Москва,sale,flat,6,2,75.0,42000000.0,Хамовники,Комсомольский проспект,9А,Парк Культуры,Николаевский дом
Whitewill,real_estate_agent,Москва,sale,flat,44,2,49.5,42500000.0,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,67,2,54.1,51395000.0,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,Capital Towers
Whitewill,real_estate_agent,Москва,sale,flat,68,2,60.0,53000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
MHEstate - Элитная недвижимость,real_estate_agent,Москва,sale,flat,21,2,67.0,62000000.0,Беговой,Ленинградский проспект,29к2,Динамо,Царская площадь
Whitewill,real_estate_agent,Москва,sale,flat,20,2,96.9,87500000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,5,2,103.0,120000000.0,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
Whitewill,real_estate_agent,Москва,sale,flat,20,2,103.0,128000000.0,Пресненский,Мантулинская ,9к6,Москва-Сити,City Park
Whitewill,real_estate_agent,Москва,sale,flat,5,2,107.0,135000000.0,Хамовники,2-й Обыденский переулок,3С1,Кропоткинская,
Whitewill,real_estate_agent,Москва,sale,flat,9,2,148.5,189000000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
BRIGHT ESTATE - городская недвижимость,real_estate_agent,Москва,sale,flat,6,2,137.0,214000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
Whitewill,real_estate_agent,Москва,sale,flat,4,2,137.0,240230999.0,Пресненский,Малая Бронная ,26С1,Пушкинская,Малая Бронная 26
Этажи Москва,real_estate_agent,Москва,sale,flat,18,2,48.0,10500000.0,Останкинский,Березовая аллея,19к3,Ботанический сад,Апарт-комплекс Легендарный квартал
Этажи Москва,real_estate_agent,Москва,sale,flat,17,2,54.8,11000000.0,, 1-я Нововатутинская,1,Кедровая,"Новые Ватутинки, мкр. Центральный"
Этажи Москва,real_estate_agent,Москва,sale,flat,14,2,37.4,11600000.0,Нагорный,Варшавское шоссе,90К2,Варшавская,
Этажи Москва,real_estate_agent,Москва,sale,flat,10,2,53.3,12700000.0,Люблино, Марьинский Парк,41К2,Люблино,
СТРОЙИНВЕСТ,real_estate_agent,Москва,sale,flat,26,2,63.8,12670160.0,Некрасовка, Липчанского,10,Некрасовка,Некрасовка
Этажи Москва,real_estate_agent,Москва,sale,flat,11,2,46.2,12800000.0,Северный,Долгопрудненское шоссе,6А,Физтех,Комплекс апартаментов Nord
СТРОЙИНВЕСТ,real_estate_agent,Москва,sale,flat,25,2,63.8,12918980.0,Некрасовка, Липчанского,10,Некрасовка,Некрасовка
Светлана Панчедук,realtor,Москва,sale,flat,16,2,39.8,13299000.0,Очаково-Матвеевское,Матвеевская ,4К2,Матвеевская,
Этажи Москва,real_estate_agent,Москва,sale,flat,14,2,51.0,13600000.0,,бульвар Скандинавский,17,Потапово,Скандинавия
Андрей Кряжев,realtor,Москва,sale,flat,9,2,51.0,13750000.0,Чертаново Центральное,Днепропетровская ,27к1,Южная,
Ксения Шахматова,realtor,Москва,sale,flat,9,2,40.0,13990000.0,Царицыно, Бехтерева,11К1,Кантемировская,
Ксения Шахматова,realtor,Москва,sale,flat,9,2,42.0,14500000.0,Южное Тушино,Туристская ,6К3,Сходненская,
Этажи Москва,real_estate_agent,Москва,sale,flat,16,2,61.7,15300000.0,Восточное Дегунино,Дубнинская ,32К8,Бескудниково,
Century 21 Level,real_estate_agent,Москва,sale,flat,17,2,64.0,15750000.0,, Бориса Пастернака,49,Мичуринец,
Этажи Москва,real_estate_agent,Москва,sale,flat,14,2,43.0,16400000.0,Тимирязевский,Дмитровское шоссе,45К2,Петровско-Разумовская,
Юлия Кубанцева,realtor,Москва,sale,flat,9,2,49.5,16900000.0,Отрадное,Юрловский проезд,25,Бибирево,
Екатерина Минибаева,realtor,Москва,sale,flat,9,2,45.0,16990000.0,Фили-Давыдково,Инициативная ,10к1,Давыдково,
Этажи Москва,real_estate_agent,Москва,sale,flat,26,2,51.0,18000000.0,Войковский,Выборгская ,9/1,Водный стадион,Невский
Homeapp,real_estate_agent,Москва,sale,flat,12,2,58.6,18800000.0,Филевский парк, Василисы Кожиной,14К6,Багратионовская,
Этажи Москва,real_estate_agent,Москва,sale,flat,16,2,51.0,19999999.0,Беговой, Правды,5,Белорусская,
Century21 Феникс,real_estate_agent,Москва,sale,flat,11,2,49.8,20300000.0,Щукино, Маршала Рыбалко,2к6,Панфиловская,Маршал
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,13,2,42.3,20500000.0,Даниловский, Родченко,2,ЗИЛ,ЗИЛАРТ
Dream Realty,real_estate_agent,Москва,sale,flat,8,2,94.0,20500000.0,, Ясеневая,9,Сосенки,Дубровка
do A.S.A.P.,real_estate_agent,Москва,sale,flat,31,2,52.9,21000000.0,Южное Бутово, Поляны,5,Улица Скобелевская,Эталон-Сити
Эльмира Эмирова,realtor,Москва,sale,flat,51,2,45.7,22000000.0,Хорошево-Мневники,Шелепихинская набережная,34,Шелепиха,Сердце Столицы
ЛИДЕР Риэлти,real_estate_agent,Москва,sale,flat,42,2,46.0,23700000.0,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,29,2,49.4,24000000.0,Хорошево-Мневники,Шелепихинская набережная,40к3,Народное Ополчение,Sydney City
EstateLiga,real_estate_agent,Москва,sale,flat,25,2,48.0,24900000.0,Покровское-Стрешнево,Волоколамское шоссе,81/2с3,Трикотажная,Апартаментный комплекс Level Стрешнево
PEOPLE,real_estate_agent,Москва,sale,flat,22,2,44.5,25000000.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров
AR Realty - Real Estate Agency,real_estate_agent,Москва,sale,flat,27,2,45.0,25200000.0,Раменки, Янковского,1к3,Аминьевская,Событие
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,8,2,54.0,31000000.0,Басманный,Садовая-Черногрязская ,16-18С1,Красные ворота,
Apple Real Estate,real_estate_agent,Москва,sale,flat,22,2,55.0,32500000.0,Хорошевский, Авиаконструктора Сухого,2к1,ЦСКА,ЛИЦА
SUNRISE Estate,real_estate_agent,Москва,sale,flat,41,2,70.7,35900000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Landis,real_estate_agent,Москва,sale,flat,7,2,64.1,36450000.0,Пресненский,Садовая-Кудринская ,8-10-12,Баррикадная,
PEOPLE,real_estate_agent,Москва,sale,flat,22,2,43.4,37000000.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров
Isaev Estate,real_estate_agent,Москва,sale,flat,26,2,78.7,38000000.0,Хорошевский,проезд Березовой Рощи,12,ЦСКА,Гранд-парк
Apple Real Estate,real_estate_agent,Москва,sale,flat,21,2,71.3,41300000.0,Хорошево-Мневники, Нижние Мневники,37Ас3,Терехово ,Остров
ID 121738539,realtor,Москва,sale,flat,18,2,62.2,42999999.0,Беговой,Ленинградский проспект,29к3,Динамо,Царская площадь
Homeapp,real_estate_agent,Москва,sale,flat,23,2,83.9,45400000.0,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский
SKYLINE MOSCOW CITY,real_estate_agent,Москва,sale,flat,66,2,61.0,46000000.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,9,2,64.0,46000000.0,Хамовники,Фрунзенская набережная,44С1,Фрунзенская,
EstateLiga,real_estate_agent,Москва,sale,flat,19,2,73.0,47000000.0,Хорошево-Мневники,Шелепихинская набережная,34к2зд1,Шелепиха,Сердце Столицы
ID 438578,real_estate_agent,Москва,sale,flat,21,2,80.0,47000000.0,Раменки,Мосфильмовская ,88к2с4,Раменки,Мосфильмовский
IKON Development,developer,Москва,sale,flat,21,2,72.5,49957575.0,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov
